,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
570,0 days 02:12:28.451000,STR,18,0 days 00:01:27.949000,49.0,2.0,,,17.762,37.895,32.292,0 days 02:11:18.291000,0 days 02:11:56.186000,0 days 02:12:28.478000,289.0,292.0,215.0,324.0,False,MEDIUM,8.0,False,Aston Martin,0 days 02:11:00.502000,2025-12-07 14:16:07.565,1,14.0,False,,False,True,87.949,87.94900000000001
571,0 days 02:13:56.516000,STR,18,0 days 00:01:28.065000,50.0,2.0,,,17.591,37.735,32.739,0 days 02:12:46.069000,0 days 02:13:23.804000,0 days 02:13:56.543000,288.0,311.0,213.0,305.0,False,MEDIUM,9.0,False,Aston Martin,0 days 02:12:28.451000,2025-12-07 14:17:35.514,1,14.0,False,,False,True,88.065,88.065
572,0 days 02:15:24.355000,STR,18,0 days 00:01:27.839000,51.0,2.0,,,17.66,37.834,32.345,0 days 02:14:14.203000,0 days 02:14:52.037000,0 days 02:15:24.382000,290.0,293.0,215.0,335.0,False,MEDIUM,10.0,False,Aston Martin,0 days 02:13:56.516000,2025-12-07 14:19:03.579,1,13.0,False,,False,True,87.839,87.839
573,0 days 02:16:51.981000,STR,18,0 days 00:01:27.626000,52.0,2.0,,,17.706,37.622,32.298,0 days 02:15:42.088000,0 days 02:16:19.710000,0 days 02:16:52.008000,288.0,323.0,214.0,325.0,True,MEDIUM,11.0,False,Aston Martin,0 days 02:15:24.355000,2025-12-07 14:20:31.418,1,12.0,False,,False,True,87.626,87.626
574,0 days 02:18:20.639000,STR,18,0 days 00:01:28.658000,53.0,2.0,,,17.512,37.923,33.223,0 days 02:17:09.520000,0 days 02:17:47.443000,0 days 02:18:20.666000,289.0,311.0,212.0,304.0,False,MEDIUM,12.0,False,Aston Martin,0 days 02:16:51.981000,2025-12-07 14:21:59.044,1,12.0,False,,False,True,88.658,88.658
575,0 days 02:19:49.590000,STR,18,0 days 00:01:28.951000,54.0,2.0,,,17.737,37.859,33.355,0 days 02:18:38.403000,0 days 02:19:16.262000,0 days 02:19:49.617000,287.0,318.0,213.0,345.0,False,MEDIUM,13.0,False,Aston Martin,0 days 02:18:20.639000,2025-12-07 14:23:27.702,1,11.0,False,,False,True,88.951,88.951
576,0 days 02:21:17.636000,STR,18,0 days 00:01:28.046000,55.0,2.0,,,17.781,37.977,32.288,0 days 02:20:07.398000,0 days 02:20:45.375000,0 days 02:21:17.663000,289.0,293.0,213.0,330.0,False,MEDIUM,14.0,False,Aston Martin,0 days 02:19:49.590000,2025-12-07 14:24:56.653,1,10.0,False,,False,True,88.046,88.04599999999999
577,0 days 02:22:45.588000,STR,18,0 days 00:01:27.952000,56.0,2.0,,,17.457,38.333,32.162,0 days 02:21:35.120000,0 days 02:22:13.453000,0 days 02:22:45.615000,284.0,287.0,213.0,297.0,False,MEDIUM,15.0,False,Aston Martin,0 days 02:21:17.636000,2025-12-07 14:26:24.699,1,10.0,False,,False,True,87.952,87.952
578,0 days 02:24:13.697000,STR,18,0 days 00:01:28.109000,57.0,2.0,,,17.511,37.976,32.622,0 days 02:23:03.126000,0 days 02:23:41.102000,0 days 02:24:13.724000,288.0,312.0,214.0,301.0,False,MEDIUM,16.0,False,Aston Martin,0 days 02:22:45.588000,2025-12-07 14:27:52.651,1,10.0,False,,False,True,88.109,88.109
579,0 days 02:25:42.726000,STR,18,0 days 00:01:29.029000,58.0,2.0,,,17.721,37.932,33.376,0 days 02:24:31.445000,0 days 02:25:09.377000,0 days 02:25:42.753000,289.0,319.0,213.0,311.0,False,MEDIUM,17.0,False,Aston Martin,0 days 02:24:13.697000,2025-12-07 14:29:20.760,1,9.0,False,,False,True,89.029,89.029
580,0 days 00:59:56.675000,BOR,5,0 days 00:01:35.941000,1.0,1.0,,,,39.142,33.99,,0 days 00:59:22.913000,0 days 00:59:56.877000,282.0,307.0,212.0,316.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,7.0,False,,False,False,95.941,
581,0 days 01:01:27.331000,BOR,5,0 days 00:01:30.656000,2.0,1.0,,,18.311,38.082,34.263,0 days 01:00:15.008000,0 days 01:00:53.090000,0 days 01:01:27.353000,285.0,306.0,210.0,329.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:59:56.675000,2025-12-07 13:05:03.738,1,7.0,False,,False,True,90.656,90.656
582,0 days 01:02:57.468000,BOR,5,0 days 00:01:30.137000,3.0,1.0,,,18.189,38.019,33.929,0 days 01:01:45.542000,0 days 01:02:23.561000,0 days 01:02:57.490000,,313.0,210.0,319.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 01:01:27.331000,2025-12-07 13:06:34.394,1,7.0,False,,False,True,90.137,90.137
583,0 days 01:04:27.690000,BOR,5,0 days 00:01:30.222000,4.0,1.0,,,18.088,38.138,33.996,0 days 01:03:15.578000,0 days 01:03:53.716000,0 days 01:04:27.712000,,310.0,210.0,322.0,False,MEDIUM,4.0,True,Kick Sauber,0 days 01:02:57.468000,2025-12-07 13:08:04.531,1,7.0,False,,False,True,90.222,90.22200000000001
584,0 days 01:05:57.876000,BOR,5,0 days 00:01:30.186000,5.0,1.0,,,18.185,38.128,33.873,0 days 01:04:45.897000,0 days 01:05:24.025000,0 days 01:05:57.898000,280.0,312.0,211.0,319.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 01:04:27.690000,2025-12-07 13:09:34.753,1,7.0,False,,False,True,90.186,90.186
585,0 days 01:07:28.320000,BOR,5,0 days 00:01:30.444000,6.0,1.0,,,18.122,38.404,33.918,0 days 01:06:16.020000,0 days 01:06:54.424000,0 days 01:07:28.342000,284.0,291.0,210.0,314.0,False,MEDIUM,6.0,True,Kick Sauber,0 days 01:05:57.876000,2025-12-07 13:11:04.939,1,7.0,False,,False,True,90.444,90.444
586,0 days 01:08:58.687000,BOR,5,0 days 00:01:30.367000,7.0,1.0,,,18.04,38.363,33.964,0 days 01:07:46.382000,0 days 01:08:24.745000,0 days 01:08:58.709000,,311.0,209.0,308.0,False,MEDIUM,7.0,True,Kick Sauber,0 days 01:07:28.320000,2025-12-07 13:12:35.383,1,7.0,False,,False,True,90.367,90.36699999999999
587,0 days 01:10:28.953000,BOR,5,0 days 00:01:30.266000,8.0,1.0,,,18.12,38.388,33.758,0 days 01:09:16.829000,0 days 01:09:55.217000,0 days 01:10:28.975000,283.0,291.0,210.0,312.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 01:08:58.687000,2025-12-07 13:14:05.750,1,7.0,False,,False,True,90.266,90.26599999999999
588,0 days 01:11:59.011000,BOR,5,0 days 00:01:30.058000,9.0,1.0,,,18.077,38.457,33.524,0 days 01:10:47.052000,0 days 01:11:25.509000,0 days 01:11:59.033000,282.0,301.0,210.0,311.0,True,MEDIUM,9.0,True,Kick Sauber,0 days 01:10:28.953000,2025-12-07 13:15:36.016,1,7.0,False,,False,True,90.058,90.058
589,0 days 01:13:29.097000,BOR,5,0 days 00:01:30.086000,10.0,1.0,,,18.061,38.408,33.617,0 days 01:12:17.094000,0 days 01:12:55.502000,0 days 01:13:29.119000,,300.0,210.0,311.0,False,MEDIUM,10.0,True,Kick Sauber,0 days 01:11:59.011000,2025-12-07 13:17:06.074,1,7.0,False,,False,True,90.086,90.086
590,0 days 01:14:59.320000,BOR,5,0 days 00:01:30.223000,11.0,1.0,,,18.176,38.711,33.336,0 days 01:13:47.295000,0 days 01:14:26.006000,0 days 01:14:59.342000,281.0,292.0,208.0,300.0,False,MEDIUM,11.0,True,Kick Sauber,0 days 01:13:29.097000,2025-12-07 13:18:36.160,1,7.0,False,,False,True,90.223,90.223
591,0 days 01:16:29.471000,BOR,5,0 days 00:01:30.151000,12.0,1.0,,,18.245,38.789,33.117,0 days 01:15:17.587000,0 days 01:15:56.376000,0 days 01:16:29.493000,,292.0,209.0,300.0,False,MEDIUM,12.0,True,Kick Sauber,0 days 01:14:59.320000,2025-12-07 13:20:06.383,1,7.0,False,,False,True,90.151,90.15100000000001
592,0 days 01:17:59.615000,BOR,5,0 days 00:01:30.144000,13.0,1.0,,,18.156,38.638,33.35,0 days 01:16:47.649000,0 days 01:17:26.287000,0 days 01:17:59.637000,284.0,294.0,209.0,303.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:16:29.471000,2025-12-07 13:21:36.534,1,7.0,False,,False,True,90.144,90.144
593,0 days 01:19:29.974000,BOR,5,0 days 00:01:30.359000,14.0,1.0,,,18.017,39.102,33.24,0 days 01:18:17.654000,0 days 01:18:56.756000,0 days 01:19:29.996000,285.0,292.0,211.0,301.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 01:17:59.615000,2025-12-07 13:23:06.678,1,7.0,False,,False,True,90.359,90.35900000000001
594,0 days 01:21:01.806000,BOR,5,0 days 00:01:31.832000,15.0,1.0,,0 days 01:21:00.857000,18.149,38.695,34.988,0 days 01:19:48.145000,0 days 01:20:26.840000,0 days 01:21:01.828000,283.0,296.0,,310.0,False,MEDIUM,15.0,True,Kick Sauber,0 days 01:19:29.974000,2025-12-07 13:24:37.037,1,6.0,False,,False,False,91.832,91.832
595,0 days 01:22:51.488000,BOR,5,0 days 00:01:49.682000,16.0,2.0,0 days 01:21:22.892000,,38.621,38.623,32.438,0 days 01:21:40.449000,0 days 01:22:19.072000,0 days 01:22:51.510000,287.0,289.0,213.0,305.0,False,HARD,1.0,True,Kick Sauber,0 days 01:21:01.806000,2025-12-07 13:26:08.869,1,15.0,False,,False,False,109.682,109.682
596,0 days 01:24:21.865000,BOR,5,0 days 00:01:30.377000,17.0,2.0,,,17.896,38.809,33.672,0 days 01:23:09.406000,0 days 01:23:48.215000,0 days 01:24:21.887000,279.0,291.0,211.0,326.0,False,HARD,2.0,True,Kick Sauber,0 days 01:22:51.488000,2025-12-07 13:27:58.551,1,15.0,False,,False,True,90.377,90.377
597,0 days 01:25:51.981000,BOR,5,0 days 00:01:30.116000,18.0,2.0,,,17.973,38.156,33.987,0 days 01:24:39.860000,0 days 01:25:18.016000,0 days 01:25:52.003000,283.0,299.0,212.0,313.0,False,HARD,3.0,True,Kick Sauber,0 days 01:24:21.865000,2025-12-07 13:29:28.928,1,15.0,False,,False,True,90.116,90.116
598,0 days 01:27:22.017000,BOR,5,0 days 00:01:30.036000,19.0,2.0,,,17.893,38.402,33.741,0 days 01:26:09.896000,0 days 01:26:48.298000,0 days 01:27:22.039000,,308.0,210.0,312.0,True,HARD,4.0,True,Kick Sauber,0 days 01:25:51.981000,2025-12-07 13:30:59.044,1,14.0,False,,False,True,90.036,90.036
599,0 days 01:28:52.145000,BOR,5,0 days 00:01:30.128000,20.0,2.0,,,18.006,38.355,33.767,0 days 01:27:40.045000,0 days 01:28:18.400000,0 days 01:28:52.167000,,305.0,211.0,317.0,False,HARD,5.0,True,Kick Sauber,0 days 01:27:22.017000,2025-12-07 13:32:29.080,1,13.0,False,,False,True,90.128,90.128
600,0 days 01:30:22.201000,BOR,5,0 days 00:01:30.056000,21.0,2.0,,,17.999,37.957,34.1,0 days 01:29:10.166000,0 days 01:29:48.123000,0 days 01:30:22.223000,286.0,322.0,211.0,321.0,False,HARD,6.0,True,Kick Sauber,0 days 01:28:52.145000,2025-12-07 13:33:59.208,1,13.0,False,,False,True,90.056,90.05600000000001
601,0 days 01:31:52.541000,BOR,5,0 days 00:01:30.340000,22.0,2.0,,,18.063,38.187,34.09,0 days 01:30:40.286000,0 days 01:31:18.473000,0 days 01:31:52.563000,283.0,317.0,210.0,322.0,False,HARD,7.0,True,Kick Sauber,0 days 01:30:22.201000,2025-12-07 13:35:29.264,1,12.0,False,,False,True,90.34,90.34
602,0 days 01:33:22.538000,BOR,5,0 days 00:01:29.997000,23.0,2.0,,,18.09,38.145,33.762,0 days 01:32:10.653000,0 days 01:32:48.798000,0 days 01:33:22.560000,282.0,317.0,211.0,327.0,True,HARD,8.0,True,Kick Sauber,0 days 01:31:52.541000,2025-12-07 13:36:59.604,1,12.0,False,,False,True,89.997,89.997
603,0 days 01:34:52.683000,BOR,5,0 days 00:01:30.145000,24.0,2.0,,,18.029,38.182,33.934,0 days 01:33:40.589000,0 days 01:34:18.771000,0 days 01:34:52.705000,286.0,316.0,210.0,307.0,False,HARD,9.0,True,Kick Sauber,0 days 01:33:22.538000,2025-12-07 13:38:29.601,1,11.0,False,,False,True,90.145,90.145
604,0 days 01:36:22.774000,BOR,5,0 days 00:01:30.091000,25.0,2.0,,,18.004,38.119,33.968,0 days 01:35:10.709000,0 days 01:35:48.828000,0 days 01:36:22.796000,,312.0,210.0,319.0,False,HARD,10.0,True,Kick Sauber,0 days 01:34:52.683000,2025-12-07 13:39:59.746,1,11.0,False,,False,True,90.091,90.09100000000001
605,0 days 01:37:52.707000,BOR,5,0 days 00:01:29.933000,26.0,2.0,,,18.02,38.071,33.842,0 days 01:36:40.816000,0 days 01:37:18.887000,0 days 01:37:52.729000,288.0,298.0,211.0,325.0,True,HARD,11.0,True,Kick Sauber,0 days 01:36:22.774000,2025-12-07 13:41:29.837,1,11.0,False,,False,True,89.933,89.93299999999999
606,0 days 01:39:23.186000,BOR,5,0 days 00:01:30.479000,27.0,2.0,,,18.014,38.164,34.301,0 days 01:38:10.743000,0 days 01:38:48.907000,0 days 01:39:23.208000,,306.0,209.0,323.0,False,HARD,12.0,True,Kick Sauber,0 days 01:37:52.707000,2025-12-07 13:42:59.770,1,11.0,False,,False,True,90.479,90.479
607,0 days 01:40:53.881000,BOR,5,0 days 00:01:30.695000,28.0,2.0,,,18.103,38.272,34.32,0 days 01:39:41.311000,0 days 01:40:19.583000,0 days 01:40:53.903000,290.0,315.0,208.0,313.0,False,HARD,13.0,True,Kick Sauber,0 days 01:39:23.186000,2025-12-07 13:44:30.249,1,11.0,False,,False,True,90.695,90.695
608,0 days 01:42:24.193000,BOR,5,0 days 00:01:30.312000,29.0,2.0,,,18.072,37.95,34.29,0 days 01:41:11.975000,0 days 01:41:49.925000,0 days 01:42:24.215000,287.0,319.0,209.0,328.0,False,HARD,14.0,True,Kick Sauber,0 days 01:40:53.881000,2025-12-07 13:46:00.944,1,11.0,False,,False,True,90.312,90.31200000000001
609,0 days 01:43:54.026000,BOR,5,0 days 00:01:29.833000,30.0,2.0,,,18.055,37.999,33.779,0 days 01:42:42.270000,0 days 01:43:20.269000,0 days 01:43:54.048000,,327.0,208.0,318.0,True,HARD,15.0,True,Kick Sauber,0 days 01:42:24.193000,2025-12-07 13:47:31.256,1,10.0,False,,False,True,89.833,89.833
610,0 days 01:45:24.007000,BOR,5,0 days 00:01:29.981000,31.0,2.0,,,18.037,38.667,33.277,0 days 01:44:12.085000,0 days 01:44:50.752000,0 days 01:45:24.029000,284.0,295.0,211.0,305.0,False,HARD,16.0,True,Kick Sauber,0 days 01:43:54.026000,2025-12-07 13:49:01.089,1,10.0,False,,False,True,89.981,89.981
611,0 days 01:46:53.836000,BOR,5,0 days 00:01:29.829000,32.0,2.0,,,17.928,38.245,33.656,0 days 01:45:41.957000,0 days 01:46:20.202000,0 days 01:46:53.858000,,301.0,211.0,314.0,True,HARD,17.0,True,Kick Sauber,0 days 01:45:24.007000,2025-12-07 13:50:31.070,1,9.0,False,,False,True,89.829,89.82900000000001
612,0 days 01:48:23.790000,BOR,5,0 days 00:01:29.954000,33.0,2.0,,,17.97,38.299,33.685,0 days 01:47:11.828000,0 days 01:47:50.127000,0 days 01:48:23.812000,287.0,311.0,211.0,306.0,False,HARD,18.0,True,Kick Sauber,0 days 01:46:53.836000,2025-12-07 13:52:00.899,1,8.0,False,,False,True,89.954,89.95400000000001
613,0 days 01:49:53.652000,BOR,5,0 days 00:01:29.862000,34.0,2.0,,,18.028,38.223,33.611,0 days 01:48:41.840000,0 days 01:49:20.063000,0 days 01:49:53.674000,288.0,309.0,211.0,322.0,False,HARD,19.0,True,Kick Sauber,0 days 01:48:23.790000,2025-12-07 13:53:30.853,1,8.0,False,,False,True,89.862,89.862
614,0 days 01:51:23.360000,BOR,5,0 days 00:01:29.708000,35.0,2.0,,,17.982,38.113,33.613,0 days 01:50:11.656000,0 days 01:50:49.769000,0 days 01:51:23.382000,286.0,308.0,210.0,316.0,True,HARD,20.0,True,Kick Sauber,0 days 01:49:53.652000,2025-12-07 13:55:00.715,1,8.0,False,,False,True,89.708,89.708
615,0 days 01:52:53.095000,BOR,5,0 days 00:01:29.735000,36.0,2.0,,,17.884,38.155,33.696,0 days 01:51:41.266000,0 days 01:52:19.421000,0 days 01:52:53.117000,288.0,313.0,212.0,320.0,False,HARD,21.0,True,Kick Sauber,0 days 01:51:23.360000,2025-12-07 13:56:30.423,1,8.0,False,,False,True,89.735,89.735
616,0 days 01:54:23.462000,BOR,5,0 days 00:01:30.367000,37.0,2.0,,,17.884,38.387,34.096,,0 days 01:53:49.388000,0 days 01:54:23.484000,289.0,302.0,212.0,318.0,False,HARD,22.0,True,Kick Sauber,0 days 01:52:53.095000,2025-12-07 13:58:00.158,1,8.0,False,,False,True,90.367,90.36699999999999
617,0 days 01:55:54.467000,BOR,5,0 days 00:01:31.005000,38.0,2.0,,,17.91,38.512,34.583,0 days 01:54:41.394000,0 days 01:55:19.906000,0 days 01:55:54.489000,288.0,322.0,211.0,328.0,False,HARD,23.0,True,Kick Sauber,0 days 01:54:23.462000,2025-12-07 13:59:30.525,1,9.0,False,,False,True,91.005,91.005
618,0 days 01:57:24.582000,BOR,5,0 days 00:01:30.115000,39.0,2.0,,,17.959,38.033,34.123,0 days 01:56:12.448000,0 days 01:56:50.481000,0 days 01:57:24.604000,286.0,317.0,210.0,326.0,False,HARD,24.0,True,Kick Sauber,0 days 01:55:54.467000,2025-12-07 14:01:01.530,1,9.0,True,TRACK LIMITS AT TURN 1 LAP 39 ,False,True,90.115,90.11500000000001
619,0 days 01:58:54.603000,BOR,5,0 days 00:01:30.021000,40.0,2.0,,,17.891,38.041,34.089,0 days 01:57:42.495000,0 days 01:58:20.536000,0 days 01:58:54.625000,,312.0,211.0,330.0,False,HARD,25.0,True,Kick Sauber,0 days 01:57:24.582000,2025-12-07 14:02:31.645,1,9.0,False,,False,True,90.021,90.02099999999999
620,0 days 02:00:25.654000,BOR,5,0 days 00:01:31.051000,41.0,2.0,,,18.01,38.773,34.268,0 days 01:59:12.635000,0 days 01:59:51.408000,0 days 02:00:25.676000,,322.0,212.0,331.0,False,HARD,26.0,True,Kick Sauber,0 days 01:58:54.603000,2025-12-07 14:04:01.666,1,10.0,False,,False,True,91.051,91.051
621,0 days 02:01:55.490000,BOR,5,0 days 00:01:29.836000,42.0,2.0,,,18.065,38.344,33.427,0 days 02:00:43.741000,0 days 02:01:22.085000,0 days 02:01:55.512000,283.0,310.0,213.0,322.0,False,HARD,27.0,True,Kick Sauber,0 days 02:00:25.654000,2025-12-07 14:05:32.717,1,10.0,False,,False,True,89.836,89.83600000000001
622,0 days 02:03:25.789000,BOR,5,0 days 00:01:30.299000,43.0,2.0,,,17.981,38.818,33.5,0 days 02:02:13.493000,0 days 02:02:52.311000,0 days 02:03:25.811000,284.0,311.0,212.0,297.0,False,HARD,28.0,True,Kick Sauber,0 days 02:01:55.490000,2025-12-07 14:07:02.553,1,10.0,False,,False,True,90.299,90.299
623,0 days 02:04:55.443000,BOR,5,0 days 00:01:29.654000,44.0,2.0,,,17.953,38.591,33.11,0 days 02:03:43.764000,0 days 02:04:22.355000,0 days 02:04:55.465000,289.0,296.0,212.0,308.0,True,HARD,29.0,True,Kick Sauber,0 days 02:03:25.789000,2025-12-07 14:08:32.852,1,10.0,False,,False,True,89.654,89.654
624,0 days 02:06:24.806000,BOR,5,0 days 00:01:29.363000,45.0,2.0,,,17.85,38.477,33.036,0 days 02:05:13.315000,0 days 02:05:51.792000,0 days 02:06:24.828000,,303.0,212.0,306.0,True,HARD,30.0,True,Kick Sauber,0 days 02:04:55.443000,2025-12-07 14:10:02.506,1,10.0,False,,False,True,89.363,89.363
625,0 days 02:07:54.192000,BOR,5,0 days 00:01:29.386000,46.0,2.0,,,17.974,38.429,32.983,0 days 02:06:42.802000,0 days 02:07:21.231000,0 days 02:07:54.214000,,299.0,212.0,310.0,False,HARD,31.0,True,Kick Sauber,0 days 02:06:24.806000,2025-12-07 14:11:31.869,1,10.0,True,TRACK LIMITS AT TURN 1 LAP 46 ,False,True,89.386,89.386
626,0 days 02:09:23.306000,BOR,5,0 days 00:01:29.114000,47.0,2.0,,,17.894,38.341,32.879,0 days 02:08:12.108000,0 days 02:08:50.449000,0 days 02:09:23.328000,291.0,300.0,213.0,310.0,True,HARD,32.0,True,Kick Sauber,0 days 02:07:54.192000,2025-12-07 14:13:01.255,1,10.0,False,,False,True,89.114,89.114
627,0 days 02:10:52.677000,BOR,5,0 days 00:01:29.371000,48.0,2.0,,,18.022,38.598,32.751,0 days 02:09:41.350000,0 days 02:10:19.948000,0 days 02:10:52.699000,287.0,295.0,213.0,304.0,False,HARD,33.0,True,Kick Sauber,0 days 02:09:23.306000,2025-12-07 14:14:30.369,1,10.0,False,,False,True,89.371,89.371
628,0 days 02:12:22.136000,BOR,5,0 days 00:01:29.459000,49.0,2.0,,,17.924,38.584,32.951,0 days 02:11:10.623000,0 days 02:11:49.207000,0 days 02:12:22.158000,291.0,297.0,212.0,308.0,False,HARD,34.0,True,Kick Sauber,0 days 02:10:52.677000,2025-12-07 14:15:59.740,1,10.0,False,,False,True,89.459,89.459
629,0 days 02:13:51.281000,BOR,5,0 days 00:01:29.145000,50.0,2.0,,,17.898,38.506,32.741,0 days 02:12:40.056000,0 days 02:13:18.562000,0 days 02:13:51.303000,290.0,296.0,213.0,309.0,False,HARD,35.0,True,Kick Sauber,0 days 02:12:22.136000,2025-12-07 14:17:29.199,1,10.0,False,,False,True,89.145,89.145
630,0 days 02:15:20.534000,BOR,5,0 days 00:01:29.253000,51.0,2.0,,,17.987,38.507,32.759,0 days 02:14:09.290000,0 days 02:14:47.797000,0 days 02:15:20.556000,288.0,296.0,212.0,306.0,False,HARD,36.0,True,Kick Sauber,0 days 02:13:51.281000,2025-12-07 14:18:58.344,1,10.0,False,,False,True,89.253,89.253
631,0 days 02:16:49.763000,BOR,5,0 days 00:01:29.229000,52.0,2.0,,,17.812,38.604,32.813,0 days 02:15:38.368000,0 days 02:16:16.972000,0 days 02:16:49.785000,292.0,296.0,211.0,306.0,False,HARD,37.0,True,Kick Sauber,0 days 02:15:20.534000,2025-12-07 14:20:27.597,1,10.0,False,,False,True,89.229,89.229
632,0 days 02:18:19.372000,BOR,5,0 days 00:01:29.609000,53.0,2.0,,,17.808,38.674,33.127,0 days 02:17:07.593000,0 days 02:17:46.267000,0 days 02:18:19.394000,289.0,294.0,212.0,305.0,False,HARD,38.0,True,Kick Sauber,0 days 02:16:49.763000,2025-12-07 14:21:56.826,1,10.0,False,,False,True,89.609,89.60900000000001
633,0 days 02:19:49.095000,BOR,5,0 days 00:01:29.723000,54.0,2.0,,,17.854,38.701,33.168,0 days 02:18:37.248000,0 days 02:19:15.949000,0 days 02:19:49.117000,290.0,302.0,213.0,307.0,False,HARD,39.0,True,Kick Sauber,0 days 02:18:19.372000,2025-12-07 14:23:26.435,1,10.0,False,,False,True,89.723,89.723
634,0 days 02:21:19.133000,BOR,5,0 days 00:01:30.038000,55.0,2.0,,,17.989,38.69,33.359,0 days 02:20:07.106000,0 days 02:20:45.796000,0 days 02:21:19.155000,288.0,299.0,213.0,306.0,False,HARD,40.0,True,Kick Sauber,0 days 02:19:49.095000,2025-12-07 14:24:56.158,1,11.0,False,,False,True,90.038,90.03800000000001
635,0 days 02:22:48.743000,BOR,5,0 days 00:01:29.610000,56.0,2.0,,,17.841,38.618,33.151,0 days 02:21:36.996000,0 days 02:22:15.614000,0 days 02:22:48.765000,289.0,302.0,210.0,305.0,False,HARD,41.0,True,Kick Sauber,0 days 02:21:19.133000,2025-12-07 14:26:26.196,1,11.0,False,,False,True,89.61,89.61000000000001
636,0 days 02:24:18.579000,BOR,5,0 days 00:01:29.836000,57.0,2.0,,,17.853,38.967,33.016,0 days 02:23:06.618000,0 days 02:23:45.585000,0 days 02:24:18.601000,288.0,293.0,213.0,304.0,False,HARD,42.0,True,Kick Sauber,0 days 02:22:48.743000,2025-12-07 14:27:55.806,1,11.0,False,,False,True,89.836,89.836
637,0 days 02:25:49.246000,BOR,5,0 days 00:01:30.667000,58.0,2.0,,,17.901,38.794,33.972,0 days 02:24:36.502000,0 days 02:25:15.296000,0 days 02:25:49.268000,292.0,314.0,210.0,306.0,False,HARD,43.0,True,Kick Sauber,0 days 02:24:18.579000,2025-12-07 14:29:25.642,1,12.0,False,,False,True,90.667,90.667
638,0 days 00:59:59.125000,BEA,87,0 days 00:01:38.391000,1.0,1.0,,,,39.226,35.304,,0 days 00:59:23.942000,0 days 00:59:59.268000,279.0,299.0,213.0,309.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,12.0,False,,False,False,98.391,
639,0 days 01:01:30.146000,BEA,87,0 days 00:01:31.021000,2.0,1.0,,,18.497,38.711,33.813,0 days 01:00:17.705000,0 days 01:00:56.416000,0 days 01:01:30.229000,289.0,321.0,212.0,315.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:59:59.125000,2025-12-07 13:05:06.188,1,12.0,False,,False,True,91.021,91.021
640,0 days 01:03:00.613000,BEA,87,0 days 00:01:30.467000,3.0,1.0,,,18.265,38.264,33.938,0 days 01:01:48.494000,0 days 01:02:26.758000,0 days 01:03:00.696000,,306.0,212.0,318.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 01:01:30.146000,2025-12-07 13:06:37.209,1,12.0,False,,False,True,90.467,90.46700000000001
641,0 days 01:04:31.354000,BEA,87,0 days 00:01:30.741000,4.0,1.0,,,18.116,38.791,33.834,0 days 01:03:18.812000,0 days 01:03:57.603000,0 days 01:04:31.437000,286.0,294.0,212.0,340.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:03:00.613000,2025-12-07 13:08:07.676,1,12.0,False,,False,True,90.741,90.741
642,0 days 01:06:01.544000,BEA,87,0 days 00:01:30.190000,5.0,1.0,,,18.01,38.404,33.776,0 days 01:04:49.447000,0 days 01:05:27.851000,0 days 01:06:01.627000,285.0,314.0,211.0,325.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 01:04:31.354000,2025-12-07 13:09:38.417,1,12.0,False,,False,True,90.19,90.19
643,0 days 01:07:31.832000,BEA,87,0 days 00:01:30.288000,6.0,1.0,,,18.101,38.468,33.719,0 days 01:06:19.728000,0 days 01:06:58.196000,0 days 01:07:31.915000,284.0,313.0,211.0,327.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:06:01.544000,2025-12-07 13:11:08.607,1,12.0,False,,False,True,90.288,90.28800000000001
644,0 days 01:09:02.378000,BEA,87,0 days 00:01:30.546000,7.0,1.0,,,18.197,38.335,34.014,0 days 01:07:50.112000,0 days 01:08:28.447000,0 days 01:09:02.461000,285.0,315.0,212.0,328.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:07:31.832000,2025-12-07 13:12:38.895,1,12.0,False,,False,True,90.546,90.54599999999999
